review_id,review,rating,rating_derived_label,annotator_1,annotator_2,annotator_3,final_sentiment,Unnamed: 8,Unnamed: 9,Unnamed: 10,majority_label,full_agreement,requires_resolution
22299,"Stopped in for a quick bite to eat, I couldn't get breakfest because they said they stop serving breakfest at 11:00 am. And so I enjoyed a Big Mac with my morning cup of coffee, and a ice water, by the way its now .50cents for a cup of water.",4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False
12294,Very slow,2,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
7014,"The food came quickly and it was hot my sausage bisquick was really good, but the big breakfast came without condiments.We asked for salt, they said it was in the bag but the only thing in the bag was syrup and we didn't order pancakes.",3,Neutral,Negative,Positive,Neutral,Neutral,,,,,False,True
21370,our food was cold and we didn,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
17540,Nice customer service . Quick and fast.,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
13289,"Way too many homeless hang our here, makes the place and area seem dangerous and dirty. Restrooms were not so clean",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
4939,Typical McDonald's,3,Neutral,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False
25856,"I beg you, go to ANY OTHER Mcdonald s in the area that s not this one. They don t know how to ring up a mobile order... the 1st girl told me",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
6092,"Most of the ordering machines were broken. There was only one cashier, so the line moved incredibly slow. They refused to refill my ice tea, even though the other drinks were refillable through the machine. Prices were expensive.",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
32078,Friendly staff!,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
134,"Literally the only thing they did not mess up was the drinks. The frys were old and barely filled halfway and we ordered a large, the only condiment we asked for was ketchup...didn",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
28551,Great place for kids in old town,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
3610,"For self-help travel, choosing fast food is the most convenient way to solve meals. When you are in a foreign country, you think it is unpalatable, but it is actually quite delicious.",4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
15804,"Friendly, always accurate order. Cursors offered.",5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
11184,Congested location and interior. Employees always mess up orders - due to the fact that most do not speak English,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
12126,I had to wait 25 minutes for a breakfast sandwich service very slow there and most of the food I've gotten from there since then has been cold,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
2141,How is this 3 large fries?!,1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False
21543,"Good food and price, but 5 flies are flying around your food.",4,Positive,Negative,Positive,Negative,Negative,,,,Negative,False,False
9033,Always mess up the orders inside and drive up. You always have to repeat your order 2-3 times. Awful!!!,2,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
26189,"Good food, but terrible service. If you",3,Neutral,Negative,Negative,Negative,Negative,,,,Negative,True,False
21251,"no free refill at this Mc Donald, you have to ask the stuff (!!!) - just one refill is possible, restrooms are closed",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
13345,Very Beautyfull,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
8433,"I had an excellent experience in this place, the girl who served us at night through the drive thru was super friendly and cordial, she gave us information about what we asked her and she explained everything with pleasure. highly recommended",5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
18574,Good coffee.,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
22639,quick service for carry out food,3,Neutral,Positive,Positive,Positive,Positive,,,,Positive,True,False
21770,Normal McDonald's. You'll feel bad after.,3,Neutral,Neutral,Negative,Negative,Negative,,,,Negative,False,False
12358,Service was awful,2,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
10634,The app doesn't save you much money at all,3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False
22000,Mobile is cool,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
16449,"Hey what can I say? But!!!!! Sure make not just good - Damn good hot French Vanilla Latte with whipped cream on top! I like it so much they recognize my voice coming thru the drive thru in Sherman Oaks. The only thing I like better is when someone brings it home to me and we put just a timble full of Bristole Cream, or Kalua, or my fav-o-rite Pennsylvania Dutch Egg Nog in it! Oooh weeeee! Better watch that Penn Dutch. Sure will creep up on you though!",3,Neutral,Positive,Positive,Positive,Positive,,,,Positive,True,False
266,It would be okay if I could communicate with the people that work there I suppose I am suppose to learn Spanish,1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False
9053,"I don't know why do they have pick up option with phone number, because at night they keep it disabled making it difficult for people who place order online",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
11981,"The man bathroom urinals stink so bad, the water does not flush the toxic substance in it. It gets busy when 2 buses pull in at the same time. The touch screen is not as easy to operate as most older people and many foreigners don't know how to place an order for the meal.",3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False
26014,Pretty Clean dinning room and enough personal to serve you without make you wait too long. Big parking . Bathroom can be more clean. They have free WiFi.,3,Neutral,Positive,Positive,Positive,Positive,,,,Positive,True,False
13840,"This one is circular & has 2 levels with multiple kiosks to order. They served pasta, cheese steaks & fancy desserts as week as the usual. The dining room is huge, along with a small area with a brick oven for fresh pizza, an area with games & plenty of seating upstairs but it was so crowded, you couldn't enjoy it! Not worth the wait.",3,Neutral,Negative,Negative,Negative,Negative,,,,Negative,True,False
22746,Open 24/7 for all your dining needs.,3,Neutral,Positive,Neutral,Neutral,Neutral,,,,Neutral,False,False
16071,EA sports,5,Positive,Neutral,Neutral,Neutral,Neutral,,,,Neutral,True,False
11983,One of the best mcdonalds I have been too. We travel from Montreal to New York frequently and often stop by this mcdonalds. The service is always efficient and quick. Premises always clean! Definitely a thumbs up especially considering how filthy and awful some other mcdonalds can be!!,5,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False
25406,"Food was definitely not even close to being fresh ""ish""and the location, although you'd think is convenient after visiting the zoo ... It's a wreck waiting to happen if you try to drive in to their location.",2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False
6833,Very fast service,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
16500,my country men was serve and assist my order. thankz,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False
8666,"Pretty good experience, considering I didn't buy anything this time. Not too spectacular to get around the peeps hangin around outside for no reason... but it IS downtown... and the only McDonald's for a pretty big radius. Inside was pretty good, with the new self-order station things. They've recently done some good renovations. Not too shabby, McD's... not too shabby.",4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
12153,All I'm gonna say is check your order before you leave the restaurant,4,Positive,Neutral,Neutral,Negative,Neutral,,,,Neutral,False,False
65,They run out of fry containers and constantly forget sauces. The dining room is still closed for some reason so have fun getting back in line for a sauce. Sometimes the fries aren't great which is a huge part of McDonald's. Come on guys...,3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False
26154,Very helpful and patient cashier and supervisor. Walk-in was very quick. Drive-thru was quite slow however.,4,Positive,Positive,Neutral,Neutral,Neutral,,,,Neutral,False,False
7422,Reliable McDonald with drive-in facility.,4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False
12827,"Some of the vacuums do not have good suction, too many tape ""repairs"" on them.",3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False
23965,Takes a little long to get your food,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False
30696,They got my order wrong walked away with my debit card my food was cold. They could not speak English. Awful location,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
21792,Service was amazing but EXPENSIVE,2,Negative,Positive,Neutral,Positive,Positive,,,,Positive,False,False
11360,"It's a McDonald's, quick cheep place to eat.",5,Positive,Positive,Positive,Neutral,Positive,,,,Positive,False,False
5324,"We just tried to come through the drive thru it's 11:49 pm the car infront of us got to order , we pull up and the gentlemen tells us your closed ? I would understand if you didn't just take the order of the car infront of us. YOU CLOSE AT MIDNIGHT NOT 11:50 ! If your gonna close early and deny service, deny service to everyone 10 minutes early !!",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
14134,Went through the drive-through and at 10:59am was told only serving breakfast and that I'd have to circle back around to the back of the line since lunch doesn't start until 11:00am.,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
11654,Everything was trash I'm sick bruh,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
5827,"Servers have an unnecessary nasty attitude. Asked nicely to put ketchup packets in my bag, she threw them on the counter, and proceeded to speak spanish to another employee. Will never visit this location again!",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
18443,People are always nice.,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
10073,"This McDonald's is not a place where romances go to begin, nor to thrive. This McDonald's is where romances go to destroy themselves, one urine-scented moment of heartbreak at a time. No love has ever grown here. Nothing, in fact, has ever grown here. Plants wilt. Children become stunted.",5,Positive,Negative,Negative,Negative,Negative,,,,Negative,True,False
21742,Better service than most,3,Neutral,Positive,Positive,Positive,Positive,,,,Positive,True,False
24408,"Service is slow and painful, lost McDouble Bundle option on menu for budget minded customers. Still giving it 2 stars, because employees aren't paid enough to say, ""Have a Good Day"" when you getting order at pick up window. Change my mind next time I drive through and you'll get more stars... Like what you see? Just say... OYE! -The Blond One-",2,Negative,Neutral,Neutral,Negative,Neutral,,,,Neutral,False,False
25365,Just finished a remodel and took all the zoo animals away very disappointed in that however was clean and service was great.,3,Neutral,Positive,Neutral,Neutral,Neutral,,,,Neutral,False,False
31901,Good and fast service,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
23714,"Went to grab some breakfast here since Chik Fila looked closed. Placed order for 2 Bacon/Egg/Cheese Biscuits and 3 showed up on the screen and the female on the intercom was quite inconvenienced to correct my order. Waited a minute, but when the items didn't appear on the screen, I said ""Ma'am?"" and her response was ""YEA?!"" in a condescending, scathing tone. I said never mind and got out of there. Heifer needs a reality check.",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
2378,Dirty restroom but good service !,4,Positive,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False
8717,"Zero customer service skills. They don't even acknowledge yor presence. You talk to them and besides taking your order and your money, they don't even thank you for shopping there.",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
15632,The food was fresh. There are two employees that are rude Everytime. Maybe they are in the wrong field of employment,4,Positive,Negative,Negative,Negative,Negative,,,,Negative,True,False
13921,surprisingly fast for such a large busy location. After time at Disney it is nice to have a more affordable meal.,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
20532,It took so long to get my food I thought I was waiting for them to finish slaughtering the cow to make my burger.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
33351,What a bad staff do not hire to eat there,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
17,"The line wS extremely big and was moving very slowly, plus they were out of apple pies and strawberry cream pies, but they gave me substitute cinnabun, the staff was very apologetic for being slow & they were out of pies, but it was middle of the night and they were extremely under-staffed.",4,Positive,Neutral,Neutral,Neutral,Neutral,,,,Neutral,True,False
9735,Good services,3,Neutral,Positive,Positive,Positive,Positive,,,,Positive,True,False
30595,You have to order right and it was fresh early morning always great,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
1203,The shake machine is never working.,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False
14054,they always forget the sauce when you ask for them. check your bags before you leave the drive thru,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False
13435,This McDonald's can't get their act together please take down the sign and close the dam place down..1st diet coke flat order was wrong..close this place DOWN,2,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
22190,"Has a local menu. Food is good but service is non-existent here. You have machines which i used to select my order, however it takes forever to collect cash. You are positioned in the busiest place in town and yet the line doesn't move. I understand you have special needs working but that means their should be a 2nd person helping speed up the line up. Went 2 different days and whether it's late night or morning, same situation. Also.. You want to charge $0.50 for tap water. Never heard of a McD's charging for a cup of tap water before.",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
11516,Ordered mcchicken biscuit. Got just a biscuit. Extremely annoying.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
14820,The dining area is always closed and the drive-thru is very slow,2,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
31960,No toys in kid meals,2,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
6191,Too many people hanging around for change,3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False
7306,Clean and fast but no drive thru,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
6406,this is my 2nd order Uber is great but my drinks were not delivered I did not say anything the first time but it happened again and when I tried to call the phone is not in service,1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False
25494,Fancy Mcdonalds. Zoo theme nice. Everybody friendly. Had a hard working young man named Nathan. He was doing everything. Working hard. All over the restaurant. Just wanted to let him know somebody noticed.,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False
26136,"Long wait in line, fries that were nearly room temperature, and 4 chicken tenders of which 3 were so tough they were like rubber bands. And the diet coke was found (after we drove out) to be cherry coke. One combo meal for a ridiculous $8+. This is one McDonalds we will avoid in the future. And maybe McDonald's chicken tenders at ANY location.",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
21592,I just had the worst visit to McDonald's in Vegas on the strip,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
14197,Food is fresh and the service is always in a timely manner. I work in the oilfield so most of the time I have to get food on the go. McDonald's in Pecos will always have my business.,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
6819,"Full of drug addicts and homeless people, I was there on a Saturday for a coffee and left immediately.",1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False
4196,"Closed at 5am at a ""24 hour"" McDonald's?? And now a week later cash only just like the chamber's st location... you kill postmates",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
6007,"Popped in for a drink to pass some time between appointments and charge my phone. Nothing works and homeless people were skattered everywhere, eating ketchup packets. Pass.",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
25894,"Service too slow, over 30 minutes in the drive through. Only one worker was able to help me because the others did not speak or understand english.",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
18214,"So I gave this a 3, mainly because they always get my order right. The customer service is not always there. Its hit or miss. Please Beware! The drive-thru has a narrow turn, I've seen too many cars scrape up the side hitting the barrier at the first window. It doesn't look like you're that close, but I promise, just take a wide turn in the drive-thru",3,Neutral,Neutral,Neutral,Neutral,Neutral,,,,Neutral,True,False
21788,"Prices are considerably inflated because it is ""on the strip"" .",2,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
30806,Ordered some fries along with some other food and thehe food was old and cold. I would never recommend this mcdonalds.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
2147,"It's a loud McDonald's, staff is ok. I always use drive thru, don't like to stay there too much noise.",3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False
10605,Drive thur line was too long. Lobby closes very early,4,Positive,Negative,Neutral,Negative,Negative,,,,Negative,False,False
11979,"Long wait drive thru 30 cars customer inside waiting over 20 minutes to get his order taken, poor service",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
10930,"Always packed and food takes 20-30 mins sometimes, only worth it to save money but quality is not the best as others McDonald's off the beach",3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False
12712,Mc Donald's has a contract with Uber to give all drivers free coffee this one does not.,1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False
21184,The kiosks are always breaking down and the cashiers don't like to place orders on the register. Besides the very poor customer service there are unfortunately alot of homeless people and junkies here that sometimes get violent and steal. I had my laptop stolen from this place. I reported it to the manager on duty since I sat in front of a camera but was not helped at all. Stay away from this place,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
11765,Can't beat,5,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False
8755,"We were going to the Children's museum & my granddaughter wanted McDonald. Apparently at this location they will only take your order in the drive-thru. We had to call over the counter for help. We were told that we had to order from the kiosk. I explained to them that I had cash. They told me that I still needed to order from the kiosk & then pay cash at the counter...what...then why won't they just take my order??? Then we had to call over the counter a 2nd time because we were struggling with the kiosk. The lady that came out said I had to order my meal a la carte...what!!! Needless to say, we walked out & will NEVER return!!! If it's such an inconvenience to take people's orders inside maybe they should close the lobby at this location & only have the drive-thru. From the way people were treated while I was there & reading other reviews apparently the customers inside real do NOT matter. I'm surprised that McDonald's would allow a location (franchise) to treat customers this way.",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
8175,Customer service is not that good so,2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False
21662,Fast and friendly drive thru service,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
21301,I've been in places in 3rd world countries cleaner than this. But I will say the food taste normal. If your at Mandalay bay and nothing else is open it's an option but I wont go hear again. Hopefully I dont get hepatitis.,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
10224,Fast customer service. Manager is friendly. They treat homeless with equal respect. Thumbs up for that! Fries were not as good as I expected. Thats why I give 4 points.,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
169,Just came from the Lake Creek Festival location! I will not go there again! They continue too mess up my order ! I took back the order and the Manager was rude!,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
902,"By far the worst of the franchise. This location does not sell McDonald's recipes or guidelines. 2 times i made a u-turn for over salted fries that can't be eaten for the amount of salt put on them. The burgers are not built to McD recipes they appear slopped together and backwards. To top it off the packing is without care. They mix multiple orders in different bags where another petson has to dig food out of another bagto putmy meal together. This is serious ignorance, laziness and incompetence management to say the least! Need more prople to contact corporate about this location...",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
22463,The fries were cold and the Big Mac was cold and dry. The first Mc Donalds I ever ate at that didn't have a restroom to wash your hands. Is this even legal? Terrible Waikiki Mc Donalds.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
2747,Good stuff,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
3720,Like all the premises of this company,3,Neutral,Neutral,Neutral,Neutral,Neutral,,,,Neutral,True,False
11904,Awful service. I'd starve before I eat at this location again. Person working the cash had no idea what they were doing. Others standing around not doing anything. Door was locked in the middle of the afternoon so people couldn't come into the lobby to order. No ice available for your drink. Do yourself a favour and find another location to eat at.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
13902,"This is the best McDonald's in the country! The service is on point! They are friendly and always looking to make your experience here better. The place is spotless. As for the kids, this place offers a 3 story playground along with video games. But what makes this place special is the staff in particular Perrin. This gentleman is at your service with a smile and a great personality. I can't say enough good things about this place! You need to relax and let the kids go after a long day at the park...? This is it!!",5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
13146,It's fairly crowded but got my iced macchiato and apple pie. The staff were friendly and attentive for the short interaction.,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
2278,It's the second night that I come drive true no ice cream to bad,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
2123,I always buy ice coffee hazelnut I always ask for 4 cream and 4 sugar but you guys always make my order wrong please train your workers how to make ice coffee because I always drink half and throw the rest in the garbage because it does not taste the way how I want it,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
14335,"Special order burger, just right. Yum.",5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
25489,"9/3/18 @ 1:50pm I came by McDonalds today and I went through the drive through the girl that takes your order did not even bother to Greet me and take my order she was just talking so much I guess she did not know she was gossiping and knew we can hear her but she was saying the most rudest things through speaker, it seems like she was talking to another employer. I kept saying helloo hellooo helloo and did not even bother to stop talking. Then when I pulled up to the first window the one that was so rude was the one that has a ring in her nose she is african american she did not even bother to repeat my order and did not offer to give me receipt. There was another girl next to her biting off her Acrylic Nails and was falling all over the table where the order computer were at SO DISGUSTING! I used to work here things have changed and these ghetto girls are so RUDE! At the pick up window that lady was so sweet she had a smile and greated us well.",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
23452,Terrible service. Left the drive thru after barely moving for 10 minutes. Not prepared for late night customers.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
3265,McDonald's in New York City is way better service than elsewhere.,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
24322,"The staff could have been a little more attentive to people when they have questions. Instead they were all standing there talking not acknowledging people if they had a question including me. I had a question about the new disney 50th toys, whether I could buy them individually or only in the happy meal and she was like annoyed that I asked. One gentleman wanted to order at the counter and they just yelled from behind the counters you have to place your order at the kiosk, so he walked away. He wanted to pay cash and didn't know how to do it on the kiosk, but they didn't want to be bothered. I understand times are tough right now, I work in food service as well, but there is no need to snap and be rude to someone with a simple question.",3,Neutral,Negative,Negative,Negative,Negative,,,,Negative,True,False
1506,No too bad,1,Negative,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False
15087,Fast and pleasant.,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
11690,Same as all the other McDonald places,5,Positive,Neutral,Neutral,Neutral,Neutral,,,,Neutral,True,False
23691,"This location was awful today. They rang up our order wrong, then gave it to us still wrong. Took over 15 min to get our order and we had to ask for our drink cups so we could at least get our drinks while waiting. As we stood there, we saw almost every person have a problem with their orders. The person at the register was messing up every order and the back kept making the wrong things. Worst visit ever.",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
13758,Unfortunately it's not got any better. The first time visiting this trip and they got my order wrong.... I didnt have much faith to begin with to be honest. The attention to detail here is lacking. And $5 for a latte is unreal.... Tourist trap central. Cross the road to checkers and get good food at a low price,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
8115,Very fast service hot food.,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
151,"Went thru the drive thru, for breakfast. I like the Egg McMuffin meal, but that is about the only thing I'll eat off of their menu. My meal with a coke, ended up being wrong. They gave me a sausage biscuit and the coke was horrible. The line was so long, that I did not have time to wait, so I just threw it all away. I won't be coming back to this location.",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
11617,employees courteous food ok,4,Positive,Positive,Positive,Neutral,Positive,,,,Positive,False,False
21297,"Employees are rude, nothing was made after I placed my order online 30 minutes before. went through the drive thru and they didn't even know how to process the order through the app.",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
19510,I'm from the area so I have been going here for years. It's so so.,2,Negative,Neutral,Neutral,Neutral,Neutral,,,,Neutral,True,False
19452,It was really dirty when I went,3,Neutral,Negative,Negative,Negative,Negative,,,,Negative,True,False
4584,I gotta stop coming here.,5,Positive,Negative,Neutral,Negative,Negative,,,,Negative,False,False
16811,Good friendly food,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
12800,For fast food it was slow and really not clean like trash,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
15736,Clean but slow,3,Neutral,Neutral,Neutral,Neutral,Neutral,,,,Neutral,True,False
7085,I am not sure if anyone in the USA would read reviews about McDonald's but here it is anyways. They are mediocre even by fast food standard. Unless you are really hungry or thirsty always try to avoid it.,3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False
14218,"Ate chicken nuggets which were surprisingly good. I""m picky about my nuggets. Fries sucked. Soggy and no salt on them. Threw them away. Honey mustard sauce was good.",3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False
21914,Great staff,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
13932,"The kids had a blast! Very hectic and tons of folks are there. You order at a kiosk and then they bring your food to you. Our food arrived in an orderly time. Although, the fries were cold and we had to send them back. The kids enjoyed the play area and game area. I recommend you let your kids wear socks or bring some. Otherwise they run around the nasty floor barefooted when they are on the playground. They also have an icecream and dessert area.",4,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False
26071,Food was delicious....I always get the big mack and fries and ask for it to be HOT,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False
28548,Need to update breakfast app menu and add back the souther style chicken biscuit,2,Negative,Negative,Negative,Neutral,Negative,,,,Negative,False,False
10786,"Horrible service. Ridiculous wait time. Waited such a long time for an ice cream cone. They have over 10 people working and yet they're slow. They have someone who prepares all drinks but by the time you get your food, the ice in your drink has melted since it has become warmed",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
11737,This place is hit or miss.,3,Neutral,Neutral,Neutral,Neutral,Neutral,,,,Neutral,True,False
9294,"Food was OK, but they didn't bring it to your table as advertised on the kiosk.",3,Neutral,Neutral,Positive,Negative,Neutral,,,,,False,True
22647,Standard menu and quality. Mostly tourists and some interesting locals.,5,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False
14135,We had the hottest quarter pounder we have ever had! This Mcdinalds Ricks. The drive thru was fast and we even got enough napkins!!! Great job...keep it up. Ill go to this Mcdonalds any day!!!!!,5,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False
8430,"If you want to have an unpleasant time, go to the drive of this mcDonald's, they are all wrong from the first to the last and could it be that now the mcflury is just ice cream with a cookie sprinkle on top?",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
25865,Drive thru was quick and professional considering we had a order of 10 meals early in the morning,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
7520,Good price,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
11799,Rude,4,Positive,Negative,Negative,Negative,Negative,,,,Negative,True,False
16662,Can't go wrong with a 10-piece chicken McNugget meal,5,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False
5303,"Customer service needs more training. Girl (I said girl, I meant child), looked frightened to be there. Good news - I ordered 2 lg Frappes and they gave me a punch card to get a free one after buying so many. Only McDonald's I've been to with them. So good job! And girlfriend, practice makes perfect, put yourself out there!",3,Neutral,Positive,Positive,Neutral,Positive,,,,Positive,False,False
12413,"It is OK,",3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False
19402,The worst McDonald's restaurant service ever! The food was disgusting. Will never visit this location again.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
25093,"Very well cared for, the first macdonal emblados are very friendly where I am satisfied thanks to the bosses God bless you",4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
506,Goood good good,3,Neutral,Positive,Positive,Positive,Positive,,,,Positive,True,False
2647,cool,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
29261,Nothing different really,3,Neutral,Neutral,Neutral,Neutral,Neutral,,,,Neutral,True,False
19351,There are better McDonald locations then here. Usually 9 out of 10 times they forget something you ordered.,2,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
15421,Unqualified employees to serve customers. Too busy goofing off or eating fries to tend to customer needs. Milkshake was so watery wasn,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
21279,"I was very disappointed with my visit there, everything was a shambles from the moment we went in orders not processed properly didn't think anyone was taking charge on a good note when the food come it was good.",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
17578,Love the singapore noodles!,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
2162,"The service is lack, because of the internet orders. There is not enough of personnel to handle the cashier to receive the walk in orders. Very disorganized personnel, and they need supervision.",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
24407,Took over a hour for my order and they need a PC system to let people know their orders are ready. THEY NEED MORE HELP,1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False
14279,Worst McDonald s experience. Meat was old and,2,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
